fullvisitorid,channelgrouping,time,country,city,totaltransactionrevenue,transactions,timeonsite,pageviews,sessionqualitydim,date,visitid,type,productrefundamount,productquantity,productprice,productrevenue,productsku,v2productname,v2productcategory,productvariant,currencycode,itemquantity,itemrevenue,transactionrevenue,transactionid,pagetitle,searchkeyword,pagepathlevel1,ecommerceaction_type,ecommerceaction_step,ecommerceaction_option,ts_timeonsite
8.541832213819273e+18,Organic Search,0,United States,"",,,,1,,2016-08-11,1470935816,PAGE,,,20,,GGOEGAAX0356,YouTube Men's Vintage Tank,Home/Apparel/Men's/Men's-T-Shirts/,(not set),USD,,,,,Men's-T-Shirts,,/google+redesign/,0,1,,
3.5620042246999004e+18,Organic Search,0,United States,"",,,83,4,,2016-12-06,1481066976,PAGE,,,34,,GGOEGAAX0335,YouTube Men's Long Sleeve Pullover Badge Tee Heather,Home/Shop by Brand/YouTube/,(not set),USD,,,,,YouTube | Shop by Brand | Google Merchandise Store,,/google+redesign/,0,1,,1969-12-31 19:01:23
8.097893649425056e+18,Organic Search,0,United States,"",,,,1,,2016-10-08,1475970149,PAGE,,,0,,9182593,Google Men's Pullover Hoodie,(not set),(not set),USD,,,,,The Google Merchandise Store/Malibu Sunglasses,,/google+redesign/,0,1,,
6.402896546656465e+18,Referral,1196610,United States,"",,,1373,6,,2017-05-15,1494904391,PAGE,,,2,,GGOEGFKQ020399,Google Laptop and Cell Phone Stickers,Home/Shop by Brand/Google/,(not set),USD,,,,,Google | Shop by Brand | Google Merchandise Store,,/google+redesign/,0,1,,1969-12-31 19:22:53
9.902274959450827e+18,Direct,0,Belgium,"",,,116,4,1,2017-07-16,1500190126,PAGE,,,34,,GGOEGEVR014999,Google Water Resistant Bluetooth Speaker,Home/Electronics/,(not set),USD,,,,,Electronics | Google Merchandise Store,,/google+redesign/,0,1,,1969-12-31 19:01:56
4.1659623518438835e+18,Organic Search,0,United States,"",,,323,5,,2017-02-22,1487804892,PAGE,,,4,,GGOEYDHJ056099,22 oz YouTube Bottle Infuser,Home/Shop by Brand/YouTube/,(not set),USD,,,,,YouTube | Shop by Brand | Google Merchandise Store,,/google+redesign/,0,1,,1969-12-31 19:05:23
5.17198952164484e+18,Direct,79033,Japan,"",,,122,8,,2016-08-09,1470742634,PAGE,,,1,,GGOEYFKQ020699,YouTube Custom Decals,Home/Office/,(not set),USD,,,,,Office,,/google+redesign/,0,1,,1969-12-31 19:02:02
6.947689714047195e+18,Direct,0,United States,"",,,,1,,2016-09-07,1473296162,PAGE,,,24,,GGOEGHPA003010,Google Wool Heather Cap Heather/Navy,Home/Apparel/,(not set),USD,,,,,Apparel,,/google+redesign/,0,1,,
6.293234262268744e+17,Organic Search,0,United States,"",,,,1,,2017-03-29,1490803628,PAGE,,,19,,GGOEGDHB072099,Google Insulated Stainless Steel Bottle,Home/Drinkware/,(not set),USD,,,,,Drinkware | Google Merchandise Store,,/google+redesign/,0,1,,
8.252646658376605e+18,Direct,0,Canada,"",,,27,4,,2016-09-15,1473968359,PAGE,,,16,,GGOEGAAX0341,Google Women's Vintage T-Shirt Black,Home/Apparel/Women's/Women's-T-Shirts/,(not set),USD,,,,,Women's-T-Shirts,,/google+redesign/,0,1,,1969-12-31 19:00:27
6.7258813914147e+18,Referral,63136,United States,"",,,90,6,,2016-08-30,1472589453,PAGE,,,98,,GGOEGAAX0567,Google Men's Softshell Jacket Black/Grey,Home/Apparel/Men's/Men's-Outerwear/,(not set),USD,,,,,Men's-Outerwear,,/google+redesign/,0,1,,1969-12-31 19:01:30
6.887623033895921e+18,Organic Search,19304,United States,"",,,70,4,,2016-12-22,1482453264,PAGE,,,10,,GGOEGEFR024199,Metal Earbuds with Small Zipper Case,Home/Electronics/,(not set),USD,,,,,Electronics | Google Merchandise Store,,/google+redesign/,0,1,,1969-12-31 19:01:10
6.095040297750063e+17,Organic Search,0,United States,"",,,,1,,2016-11-18,1479467912,PAGE,,,18,,GGOEGAAX0686,YouTube Youth Short Sleeve Tee Red,Home/Shop by Brand/YouTube/,(not set),USD,,,,,YouTube | Shop by Brand | Google Merchandise Store,,/google+redesign/,0,1,,
1.644055747693623e+18,Referral,28819,Brazil,"",,,29,2,,2016-09-01,1472746662,PAGE,,,39,,GGOEGAAX0310,Google Heavyweight Long Sleeve Hero Tee Burgundy,Home/Apparel/,(not set),USD,,,,,Apparel,,/google+redesign/,0,1,,1969-12-31 19:00:29
2.9781616825962363e+18,Paid Search,0,United States,"",,,,1,,2017-01-06,1483765500,PAGE,,,1,,GGOEGOAR021899,Retractable Ballpoint Pen Red,Home/Office/Writing Instruments/,(not set),USD,,,,,Writing Instruments | Office | Google Merchandise Store,,/google+redesign/,0,1,,
8.153370608104748e+18,Direct,0,Switzerland,"",,,3,2,,2016-09-16,1474061554,PAGE,,,16,,GGOEGAAX0340,Google Men's Vintage Badge Tee Green,Home/Apparel/Men's/Men's-T-Shirts/,(not set),USD,,,,,Men's-T-Shirts,,/google+redesign/,0,1,,1969-12-31 19:00:03
8.738983536308475e+18,Direct,0,United States,"",,,,1,,2016-10-29,1477787948,PAGE,,,4,,GGOEGBFC018799,Electronics Accessory Pouch,Home/Electronics/,(not set),USD,,,,,Electronics | Google Merchandise Store,,/google+redesign/,0,1,,
7.090373799728354e+18,Organic Search,0,United Kingdom,"",,,,1,,2017-02-24,1487983520,PAGE,,,14,,GGOEYOCR077799,YouTube Hard Cover Journal,Home/Shop by Brand/YouTube/,(not set),USD,,,,,YouTube | Shop by Brand | Google Merchandise Store,,/google+redesign/,0,1,,
9.823946675151563e+18,Direct,27361,United States,"",,,108,4,,2016-09-03,1472922366,PAGE,,,11,,GGOEGKWR060810,Google Bib Red,Home/Apparel/,(not set),USD,,,,,Apparel,,/google+redesign/,0,1,,1969-12-31 19:01:48
7.769560406982035e+18,Organic Search,0,United States,"",,,,1,1,2017-07-16,1500266412,PAGE,,,22,,GGOEGHPB003410,Google Snapback Hat Black,Home/Apparel/,(not set),USD,,,,,Apparel | Google Merchandise Store,,/google+redesign/,0,1,,
2.853057967202836e+18,Organic Search,0,United Kingdom,"",,,,1,,2017-06-15,1497560276,PAGE,,,8,,GGOEYOBR078599,YouTube Luggage Tag,Home/Shop by Brand/YouTube/,(not set),USD,,,,,YouTube | Shop by Brand | Google Merchandise Store,,/google+redesign/,0,1,,
2.7387766437246925e+18,Organic Search,54976,Italy,"",,,55,3,,2017-02-26,1488104432,PAGE,,,8,,GGOEYOBR078599,YouTube Luggage Tag,Home/Shop by Brand/YouTube/,(not set),USD,,,,,YouTube | Shop by Brand | Google Merchandise Store,,/google+redesign/,0,1,,1969-12-31 19:00:55
3.3543818281175777e+18,Direct,38326,New Zealand,"",,,59,4,,2017-04-12,1491991430,PAGE,,,19,,GGOEYOCR077399,YouTube RFID Journal,Home/Shop by Brand/YouTube/,(not set),USD,,,,,YouTube | Shop by Brand | Google Merchandise Store,,/store.html,0,1,,1969-12-31 19:00:59
9.245566418652762e+18,Organic Search,0,United States,"",,,27,3,,2016-11-20,1479711422,PAGE,,,6,,GGOEGCBB074199,Google Car Clip Phone Holder,Home/Electronics/Electronics Accessories/,(not set),USD,,,,,Accessories | Electronics | Google Merchandise Store,,/google+redesign/,0,1,,1969-12-31 19:00:27
9.735541224434555e+18,Direct,0,United States,"",,,15,3,,2016-08-30,1472578406,PAGE,,,16,,GGOEGAAX0106,Google Men's 100% Cotton Short Sleeve Hero Tee Navy,Home/Apparel/,(not set),USD,,,,,Apparel,,/google+redesign/,0,1,,1969-12-31 19:00:15
6.682541188645622e+18,Organic Search,0,Germany,"",,,62,3,1,2017-07-25,1500978699,PAGE,,,6,,GGOEGCBB074199,Google Car Clip Phone Holder,Home/Electronics/,(not set),USD,,,,,Electronics | Google Merchandise Store,,/google+redesign/,0,1,,1969-12-31 19:01:02
4.936124632752631e+18,Organic Search,0,United States,"",,,,1,,2017-02-03,1486151964,PAGE,,,19,,GGOEGDHB072099,Google Insulated Stainless Steel Bottle,Home/Drinkware/,(not set),USD,,,,,Drinkware | Google Merchandise Store,,/google+redesign/,0,1,,
4.877431164884196e+18,Direct,5321,United States,"",,,5,2,,2016-09-29,1475177110,PAGE,,,21,,GGOEAHPJ074410,Android Twill Cap,Home/Apparel/,(not set),USD,,,,,Apparel,,/google+redesign/,0,1,,1969-12-31 19:00:05
5.958297007385376e+18,Organic Search,242633,United States,"",,,264,6,,2016-11-04,1478284825,PAGE,,,55,,GGOEGAAX0360,Google Women's Fleece Hoodie,Home/Shop by Brand/Google/,(not set),USD,,,,,Google | Shop by Brand | Google Merchandise Store,,/google+redesign/,0,1,,1969-12-31 19:04:24
9.956599047070302e+18,Organic Search,0,India,"",,,,1,,2017-05-24,1495644716,PAGE,,,29,,GGOEGAAX0351,YouTube Men's Vintage Henley,Home/Shop by Brand/YouTube/,(not set),USD,,,,,YouTube | Shop by Brand | Google Merchandise Store,,/google+redesign/,0,1,,
7.148093893193791e+18,Organic Search,48567,United States,"",,,72,7,,2016-08-08,1470670808,PAGE,,,30,,GGOEYHPA003510,YouTube Trucker Hat,Home/Apparel/,(not set),USD,,,,,Apparel,,/google+redesign/,0,1,,1969-12-31 19:01:12
9.328959585380076e+18,Organic Search,777819,Peru,"",,,1831,17,,2017-03-29,1490819205,PAGE,,,19,,GGOEGDHB072099,Google Insulated Stainless Steel Bottle,Home/Shop by Brand/,(not set),USD,,,,,Shop by Brand | Google Merchandise Store,,/google+redesign/,0,1,,1969-12-31 19:30:31
6.089945016743331e+18,Direct,7495,El Salvador,"",,,2558,10,,2017-04-16,1492398819,PAGE,,,24,,GGOEGHPA003010,Google Wool Heather Cap Heather/Navy,Home/Apparel/,(not set),USD,,,,,Apparel | Google Merchandise Store,,/google+redesign/,0,1,,1969-12-31 19:42:38
2.5054489688044923e+18,Organic Search,29680,United States,"",,,1325,11,,2017-01-15,1484522926,PAGE,,,6,,GGOEYOLR018699,YouTube Leatherette Notebook Combo,Home/Office/Notebooks & Journals/,(not set),USD,,,,,Notebooks & Journals | Office | Google Merchandise Store,,/google+redesign/,0,1,,1969-12-31 19:22:05
3.125630322322123e+17,Organic Search,284251,United States,"",,,1131,10,,2017-06-17,1497714115,PAGE,,,99,,GGOEGBRA037499,Waterproof Backpack,Home/Shop by Brand/,(not set),USD,,,,,Shop by Brand | Google Merchandise Store,,/google+redesign/,0,1,,1969-12-31 19:18:51
4.848978415094725e+18,Direct,71046,United States,"",,,244,7,,2016-11-06,1478478573,PAGE,,,4,,GGOEGOAA017199,Rubber Grip Ballpoint Pen 4 Pack,Home/Office/,(not set),USD,,,,,Office | Google Merchandise Store,,/google+redesign/,0,1,,1969-12-31 19:04:04
9.29009561011841e+18,Referral,14600,United States,"",,,324,11,,2016-09-02,1472840113,PAGE,,,16,,GGOEGESC014699,Aluminum Handy Emergency Flashlight,Home/Shop by Brand/Google/,(not set),USD,,,,,Google,,/google+redesign/,0,1,,1969-12-31 19:05:24
9.274294092280613e+18,Direct,174347,Germany,"",,,192,8,,2016-11-23,1479920871,PAGE,,,18,,GGOEGAAX0734,Google Men's Short Sleeve Hero Tee Heather,Home/Apparel/Men's/Men's-T-Shirts/,(not set),USD,,,,,Men's T-Shirts | Apparel | Google Merchandise Store,,/google+redesign/,0,1,,1969-12-31 19:03:12
2.8665462367034474e+17,Direct,38411,United States,"",,,804,10,,2016-12-09,1481270900,PAGE,,,79,,GGOENEBQ079099,Nest® Protect Smoke + CO White Battery Alarm-USA,Home/Nest/Nest-USA/,(not set),USD,,,,,Nest-USA,,/google+redesign/,0,1,,1969-12-31 19:13:24
7.424347123348103e+18,Referral,325017,Japan,"",,,1837,13,,2017-02-05,1486313829,PAGE,,,24,,GGOEYHPA003610,YouTube Wool Heather Cap Heather/Black,Home/Apparel/,(not set),USD,,,,,Apparel | Google Merchandise Store,,/google+redesign/,0,1,,1969-12-31 19:30:37
8.61859595812502e+18,Organic Search,11533,United States,"",,,268,4,,2016-11-21,1479744195,EVENT,,,18,,GGOEGAAX0297,Google Women's Short Sleeve Hero Tee Red Heather,Home/Apparel/Women's/Women's-T-Shirts/,(not set),USD,,,,,Women's T-Shirts | Apparel | Google Merchandise Store,,/google+redesign/,0,1,,1969-12-31 19:04:28
3.018841797052117e+18,Direct,180102,United States,"",,,203,18,,2016-08-04,1470351449,PAGE,,,4,,GGOEGBFC018799,Electronics Accessory Pouch,Home/Lifestyle/,(not set),USD,,,,,Lifestyle,,/google+redesign/,0,1,,1969-12-31 19:03:23
7.482071352453095e+18,Organic Search,258124,Canada,"",,,532,21,,2017-04-26,1493237450,PAGE,,,16,,GGOEGETR014599,Google Tube Power Bank,Home/Electronics/Power/,(not set),USD,,,,,Power & Chargers | Electronics | Google Merchandise Store,,/google+redesign/,0,1,,1969-12-31 19:08:52
2.886324451150905e+18,Organic Search,198749,Belgium,"",,,504,13,,2017-05-12,1494620304,PAGE,,,29,,GGOEGAAX0353,Google Vintage Henley Grey/Black,Home/Apparel/Men's/Men's-T-Shirts/,(not set),USD,,,,,Men's T-Shirts | Apparel | Google Merchandise Store,,/google+redesign/,0,1,,1969-12-31 19:08:24
1.4748930532881185e+18,Organic Search,69233,United States,"",,,251,13,,2016-12-02,1480723608,PAGE,,,55,,GGOEGAAX0358,Google Men's  Zip Hoodie,Home/Shop by Brand/Google/,(not set),USD,,,,,Google | Shop by Brand | Google Merchandise Store,,/google+redesign/,0,1,,1969-12-31 19:04:11
4.136342654974877e+18,Organic Search,0,United States,"",,,16,2,,2017-01-31,1485893497,PAGE,,,22,,GGOEGHPB003410,Google Snapback Hat Black,Home/Apparel/Headgear/,(not set),USD,,,,,Headgear | Apparel | Google Merchandise Store,,/google+redesign/,0,1,,1969-12-31 19:00:16
6.982348935678866e+18,Organic Search,37259,United States,"",,,222,3,,2017-04-24,1493057315,PAGE,,,1,,GGOEYFKQ020699,YouTube Custom Decals,Home/Shop by Brand/YouTube/,(not set),USD,,,,,YouTube | Shop by Brand | Google Merchandise Store,,/google+redesign/,0,1,,1969-12-31 19:03:42
6.973602794336785e+18,Organic Search,0,Denmark,"",,,8,2,,2016-09-23,1474617283,PAGE,,,0,,9182722,Google Men's 100% Cotton Short Sleeve Hero Tee Navy,(not set),(not set),USD,,,,,Google Electronics Accessory Pouch,,/google+redesign/,0,1,,1969-12-31 19:00:08
7.70473751700678e+18,Organic Search,34207,United States,"",,,34,3,,2016-09-27,1474992974,PAGE,,,18,,GGOEGAAX0296,YouTube Women's Short Sleeve Tri-blend Badge Tee Grey,Home/Apparel/Women's/Women's-T-Shirts/,(not set),USD,,,,,Women's-T-Shirts,,/google+redesign/,0,1,,1969-12-31 19:00:34
3.630167944861263e+18,Organic Search,11096,United States,"",,,79,6,1,2017-07-14,1500071645,PAGE,,,22,,GGOEGHPB003410,Google Snapback Hat Black,Home/Apparel/,(not set),USD,,,,,Apparel | Google Merchandise Store,,/google+redesign/,0,1,,1969-12-31 19:01:19
7.78012636080139e+17,Paid Search,605287,United States,"",,,800,13,,2017-01-23,1485168157,PAGE,,,28,,GGOEGOAB021499,Metal Texture Roller Pen,Home/Office/,(not set),USD,,,,,Office | Google Merchandise Store,,/google+redesign/,0,1,,1969-12-31 19:13:20
1.8081956267852198e+18,Organic Search,100904,Germany,"",,,230,11,,2016-09-15,1473936293,PAGE,,,59,,GGOEGEVB070899,Google Bongo Cupholder Bluetooth Speaker,Home/Electronics/,(not set),USD,,,,,Electronics,,/google+redesign/,0,1,,1969-12-31 19:03:50
7.955639708112588e+18,Referral,64652,United States,"",,,102,10,,2016-09-26,1474915146,PAGE,,,5,,GGOEGCBB074199,Google Car Clip Phone Holder,Home/Electronics/Electronics Accessories/,(not set),USD,,,,,Electronics Accessories,,/google+redesign/,0,1,,1969-12-31 19:01:42
2.778547494746158e+18,Organic Search,703883,United States,"",,,704,7,,2017-03-27,1490660662,PAGE,,,5,,GGOEGOAR013599,Ballpoint Stylus Pen,Home/Office/,(not set),USD,,,,,Office | Google Merchandise Store,,/google+redesign/,0,1,,1969-12-31 19:11:44
5.5328720921593024e+17,Direct,634892,Netherlands,"",,,635,6,,2017-04-16,1492327207,PAGE,,,1,,GGOEGOFH020299,Galaxy Screen Cleaning Cloth,Home/Accessories/,(not set),USD,,,,,Accessories | Google Merchandise Store,,/google+redesign/,0,1,,1969-12-31 19:10:35
958174327218501,Organic Search,461033,United States,"",,,555,7,,2016-11-10,1478841651,PAGE,,,4,,GGOEGCGB022199,Fashion Sunglasses & Pouch,Home/Accessories/Fun/,(not set),USD,,,,,Fun | Accessories | Google Merchandise Store,,/google+redesign/,0,1,,1969-12-31 19:09:15
3.066166220822547e+18,Organic Search,188057,United States,"",,,232,9,,2017-04-06,1491522916,PAGE,,,99,,GGOEGBRA037499,Waterproof Backpack,(not set),(not set),USD,,,,,Store search results,,/asearch.html,0,1,,1969-12-31 19:03:52
7.15113182727431e+18,Organic Search,31560,Germany,"",,,278,11,,2016-09-25,1474826278,PAGE,,,4,,GGOEYDHJ056099,22 oz YouTube Bottle Infuser,Home/Shop by Brand/YouTube/,(not set),USD,,,,,YouTube,,/google+redesign/,0,1,,1969-12-31 19:04:38
2.1945927433962537e+18,Organic Search,177284,United States,"",,,549,7,,2016-09-08,1473379157,PAGE,,,21,,GGOEAHPJ074410,Android Twill Cap,Home/Apparel/,(not set),USD,,,,,Apparel,,/google+redesign/,0,1,,1969-12-31 19:09:09
5.0354802564908294e+17,Organic Search,538789,Colombia,"",,,595,14,,2017-05-19,1495220695,PAGE,,,24,,GGOEYHPA003610,YouTube Wool Heather Cap Heather/Black,Home/Apparel/,(not set),USD,,,,,Apparel | Google Merchandise Store,,/google+redesign/,0,1,,1969-12-31 19:09:55
1.7051812345707505e+18,Organic Search,500304,Canada,"",,,512,16,27,2017-07-30,1501460721,PAGE,,,59,,GGOEGESB015199,Google Flashlight,Home/Electronics/,(not set),USD,,,,,Electronics | Google Merchandise Store,,/google+redesign/,0,1,,1969-12-31 19:08:32
4.174294394941679e+16,Referral,97466,United States,"",,,225,8,,2017-03-17,1489784799,PAGE,,,92,,GGOEGAAX0575,Google Women's Weatherblock Shell Jacket Black,Home/Apparel/Women's/Women's-Outerwear/,(not set),USD,,,,,Women's Outerwear | Apparel | Google Merchandise Store,,/google+redesign/,0,1,,1969-12-31 19:03:45
1.776102833767889e+17,Organic Search,274730,United States,"",,,288,17,,2017-01-06,1483730284,PAGE,,,22,,GGOEGAAX0213,Yoga Mat,Home/Accessories/Sports & Fitness/,(not set),USD,,,,,Sports & Fitness | Accessories | Google Merchandise Store,,/google+redesign/,0,1,,1969-12-31 19:04:48
5.69217861267178e+18,Organic Search,191011,Germany,"",,,191,3,,2017-03-16,1489693111,PAGE,,,14,,GGOEYOCR077799,YouTube Hard Cover Journal,Home/Shop by Brand/YouTube/,(not set),USD,,,,,YouTube | Shop by Brand | Google Merchandise Store,,/google+redesign/,0,1,,1969-12-31 19:03:11
8.49674193283856e+17,Direct,56321,United Kingdom,"",,,165,5,1,2017-07-07,1499446027,PAGE,,,9,,GGOEAOCH077899,Android Spiral Journal with Pen,Home/Shop by Brand/Android/,(not set),USD,,,,,Android | Shop by Brand | Google Merchandise Store,,/google+redesign/,0,1,,1969-12-31 19:02:45
5.60038739874926e+18,Referral,50368,Denmark,"",,,84,6,1,2017-08-01,1501618465,PAGE,,,20,,GGOEGAAX0356,YouTube Men's Vintage Tank,Home/Shop by Brand/,(not set),USD,,,,,Shop by Brand | Google Merchandise Store,,/store.html,0,1,,1969-12-31 19:01:24
2.425063159772493e+18,Direct,0,United States,"",,,1,3,,2016-08-14,1471209874,PAGE,,,6,,GGOEGCBB074199,Google Car Clip Phone Holder,Home/Electronics/,(not set),USD,,,,,Electronics,,/google+redesign/,0,1,,1969-12-31 19:00:01
8.035947432073895e+18,Organic Search,57255,United States,"",,,179,8,,2016-09-21,1474526740,PAGE,,,16,,GGOEGAAX0106,Google Men's 100% Cotton Short Sleeve Hero Tee Navy,Home/Apparel/Men's/,(not set),USD,,,,,Men's,,/google+redesign/,0,1,,1969-12-31 19:02:59
2.7499291143819464e+18,Organic Search,207752,United States,"",,,405,16,,2017-01-05,1483656433,PAGE,,,24,,GGOEGDHQ015399,26 oz Double Wall Insulated Bottle,Home/Drinkware/Water Bottles and Tumblers/,(not set),USD,,,,,Water Bottles & Tumblers | Drinkware | Google Merchandise Store,,/google+redesign/,0,1,,1969-12-31 19:06:45
2.0497049999955154e+18,Organic Search,141343,United States,"",,,141,5,,2017-04-26,1493236687,PAGE,,,34,,GGOEGBJB022599,Large Zipper Top Tote Bag,Home/Bags/,(not set),USD,,,,,Bags | Google Merchandise Store,,/google+redesign/,0,1,,1969-12-31 19:02:21
1.4437225340631437e+17,Organic Search,96216,United States,"",,,96,3,,2017-03-29,1490795541,PAGE,,,1,,GGOEGCKQ013199,1 oz Hand Sanitizer,Home/Accessories/,(not set),USD,,,,,Accessories | Google Merchandise Store,,/google+redesign/,0,1,,1969-12-31 19:01:36
3.041133261614134e+18,Organic Search,204357,United States,"",,,204,13,,2016-09-29,1475208074,PAGE,,,49,,GGOEGEVB070499,Google Bluetooth Headphones,Home/Electronics/Audio/,(not set),USD,,,,,Audio,,/google+redesign/,0,1,,1969-12-31 19:03:24
4.898278427876408e+18,Direct,563446,Lithuania,"",,,611,19,,2017-04-18,1492506910,PAGE,,,8,,GGOEGOBC078699,Google Luggage Tag,Home/Accessories/Housewares/,(not set),USD,,,,,Housewares | Accessories | Google Merchandise Store,,/google+redesign/,0,1,,1969-12-31 19:10:11
1.6952649614610972e+18,Organic Search,0,United States,"",,,15,2,,2017-03-06,1488847612,PAGE,,,18,,GGOEGAAX0289,Google Women's Short Sleeve Hero Dark Grey,Home/Apparel/Women's/Women's-T-Shirts/,(not set),USD,,,,,Women's T-Shirts | Apparel | Google Merchandise Store,,/google+redesign/,0,1,,1969-12-31 19:00:15
1.9923381907522875e+18,Organic Search,92958,United States,"",,,141,10,,2016-09-12,1473741394,PAGE,,,1,,GGOEGOFH020299,Galaxy Screen Cleaning Cloth,Home/Office/,(not set),USD,,,,,Office,,/google+redesign/,0,1,,1969-12-31 19:02:21
8.276267614521935e+18,Direct,288443,United States,"",,,288,10,,2016-08-04,1470317968,PAGE,,,1,,GGOEGFKQ020399,Google Laptop and Cell Phone Stickers,Home/Office/,(not set),USD,,,,,Office,,/google+redesign/,0,1,,1969-12-31 19:04:48
7.885119172710659e+18,Referral,42572,United States,"",,,43,4,2,2017-07-28,1501262298,PAGE,,,21,,GGOEGCMB020932,Suitcase Organizer Cubes,Home/Accessories/Fun/,(not set),USD,,,,,Fun | Accessories | Google Merchandise Store,,/google+redesign/,0,1,,1969-12-31 19:00:43
8.46340036676495e+18,Organic Search,31357,Poland,"",,,31,3,,2017-05-25,1495737150,PAGE,,,3,,GGOEAKDH019899,Windup Android,Home/Shop by Brand/Android/,(not set),USD,,,,,Android | Shop by Brand | Google Merchandise Store,,/google+redesign/,0,1,,1969-12-31 19:00:31
9.974810314947181e+17,Organic Search,275312,United States,"",,,304,10,,2016-09-24,1474712095,PAGE,,,18,,GGOEGAAX0289,Google Women's Short Sleeve Shirt Dark Grey,Home/Apparel/,(not set),USD,,,,,Apparel,,/google+redesign/,0,1,,1969-12-31 19:05:04
1.523675510660394e+18,Organic Search,38040,France,"",,,146,10,,2016-09-08,1473336188,EVENT,,,24,,GGOEGDHQ014899,20 oz Stainless Steel Insulated Tumbler,Home/Drinkware/,(not set),,,,,,Drinkware,,/google+redesign/,1,1,,1969-12-31 19:02:26
7.342572236970319e+18,Organic Search,0,United States,"",,,196,2,,2017-02-04,1486259433,PAGE,,,89,,GGOEGAAX0574,Google Men's Performance Polo Grey/Black,Home/Apparel/Men's/Men's-T-Shirts/,(not set),USD,,,,,Men's T-Shirts | Apparel | Google Merchandise Store,,/google+redesign/,0,1,,1969-12-31 19:03:16
1.1629526274131448e+18,Direct,137437,Hungary,"",,,277,7,,2016-12-12,1481614942,PAGE,,,1,,GGOEGOAB021699,Google Ballpoint Pen Black,Home/Office/,(not set),USD,,,,,Office | Google Merchandise Store,,/google+redesign/,0,1,,1969-12-31 19:04:37
9.350969180458914e+18,Direct,30910,United States,"",,,606,17,,2017-03-29,1490847492,PAGE,,,249,,GGOEGAAX0794,Nest® Learning Thermostat 3rd Gen-USA,Home/Nest/Nest-USA/,(not set),,,,,,Nest-USA,,/google+redesign/,2,1,,1969-12-31 19:10:06
9.939149877863985e+18,Referral,277107,United States,"",,,278,12,,2017-02-15,1487175862,EVENT,,,199,,GGOENEBQ078999,Nest® Cam Outdoor Security Camera - USA,Home/Nest/Nest-USA/,(not set),,,,,,Nest-USA,,/google+redesign/,1,1,,1969-12-31 19:04:38
5.534757848005249e+18,Paid Search,36421,United States,"",,,100,7,,2016-09-23,1474661696,PAGE,,,23,,GGOEGAAX0127,Android 24 oz Contigo Bottle,Home/Shop by Brand/Android/,(not set),USD,,,,,Android,,/google+redesign/,0,1,,1969-12-31 19:01:40
1.5957972648991203e+17,Direct,101716,United States,"",,,239,14,,2017-06-19,1497910123,PAGE,,,145,,GGOEGEVB070599,Google G Noise-reducing Bluetooth Headphones,Home/Electronics/Audio/,(not set),USD,,,,,Audio | Electronics | Google Merchandise Store,,/google+redesign/,0,1,,1969-12-31 19:03:59
8.840153718328523e+18,Direct,891076,United States,"",,,986,18,,2016-12-27,1482866037,PAGE,,,99,,GGOEGBRB013899,Google Laptop Backpack,Home/Bags/Backpacks/,(not set),USD,,,,,Backpacks | Bags | Google Merchandise Store,,/google+redesign/,0,1,,1969-12-31 19:16:26
4.938937829566647e+18,Organic Search,261853,Japan,"",,,315,6,,2017-05-21,1495434953,PAGE,,,39,,GGOEGAAX0313,Google Tri-blend Hoodie Grey,Home/Apparel/Men's/Men's-Outerwear/,(not set),USD,,,,,Men's Outerwear | Apparel | Google Merchandise Store,,/google+redesign/,0,1,,1969-12-31 19:05:15
7.428799209866198e+16,Organic Search,102686,Czechia,"",,,133,7,,2017-05-20,1495287983,PAGE,,,24,,GGOEYHPA003610,YouTube Wool Heather Cap Heather/Black,Home/Shop by Brand/YouTube/,(not set),USD,,,,,YouTube | Shop by Brand | Google Merchandise Store,,/google+redesign/,0,1,,1969-12-31 19:02:13
8.390149532006395e+18,Referral,152899,United States,"",,,687,11,,2016-09-03,1472945017,PAGE,,,22,,GGOEGESB015099,Basecamp Explorer Powerbank Flashlight,Home/Electronics/,(not set),USD,,,,,Electronics,,/google+redesign/,0,1,,1969-12-31 19:11:27
5.126796225233318e+18,Paid Search,166797,United States,"",,,167,5,,2017-01-27,1485533977,PAGE,,,2,,GGOEAFKQ020599,Android Sticker Sheet Ultra Removable,Home/Shop by Brand/Android/,(not set),USD,,,,,Android | Shop by Brand | Google Merchandise Store,,/google+redesign/,0,1,,1969-12-31 19:02:47
9.12088117553059e+17,Direct,140527,France,"",,,151,10,,2016-12-17,1481969569,PAGE,,,3,,GGOEGAAX0081,Recycled Paper Journal Set,Home/Office/Notebooks & Journals/,(not set),USD,,,,,Notebooks & Journals | Office | Google Merchandise Store,,/google+redesign/,0,1,,1969-12-31 19:02:31
9.426961848593138e+18,Referral,27968,United States,"",396,1,264,12,,2017-05-28,1495994469,PAGE,,,149,,GGOENEBQ084699,Nest® Learning Thermostat 3rd Gen-USA - White,Home/Nest/Nest-USA/,(not set),USD,,,,,Nest-USA,,/google+redesign/,0,1,,1969-12-31 19:04:24
4.893487220376679e+18,Direct,68323,United States,"",,,68,3,,2016-12-03,1480821084,PAGE,,,16,,GGOEGAAX0280,Google Women's Short Sleeve Hero Tee Grey,Home/Apparel/Women's/,(not set),USD,,,,,Women's Apparel | Google Merchandise Store,,/google+redesign/,0,1,,1969-12-31 19:01:08
